item,token,tag,patent,partition,trainingTest
10668,determining,O,90,7,training
10669,",",O,90,7,training
10670,by,O,90,7,training
10671,the,O,90,7,training
10672,in,B-COMUNICAÇÃO,90,7,training
10673,-,I-COMUNICAÇÃO,90,7,training
10674,vehicle,I-COMUNICAÇÃO,90,7,training
10675,IoT,I-COMUNICAÇÃO,90,7,training
10676,platform,I-COMUNICAÇÃO,90,7,training
10677,",",O,90,7,training
10678,a,O,90,7,training
10679,movement,O,90,7,training
10680,intention,O,90,7,training
10681,prediction,O,90,7,training
10682,based,O,90,7,training
10683,on,O,90,7,training
10684,the,O,90,7,training
10685,VRU,O,90,7,training
10686,-,O,90,7,training
10687,specific,O,90,7,training
10688,data,O,90,7,training
10689,.,O,90,7,training
10690,The,O,90,7,training
10691,movement,O,90,7,training
10692,intention,O,90,7,training
10693,prediction,O,90,7,training
10694,is,O,90,7,training
10695,computed,O,90,7,training
10696,by,O,90,7,training
10697,use,O,90,7,training
10698,of,O,90,7,training
10699,a,O,90,7,training
10700,machine,B-SOFTWARE,90,7,training
10701,learning,I-SOFTWARE,90,7,training
10702,model,I-SOFTWARE,90,7,training
10703,.,I-SOFTWARE,90,7,training
10704,The,O,90,7,training
10705,VRU,O,90,7,training
10706,-,O,90,7,training
10707,specific,O,90,7,training
10708,data,O,90,7,training
10709,of,O,90,7,training
10710,the,O,90,7,training
10711,mobile,B-HARDWARE,90,7,training
10712,device,I-HARDWARE,90,7,training
10713,are,O,90,7,training
10714,provided,O,90,7,training
10715,as,O,90,7,training
10716,input,O,90,7,training
10717,data,O,90,7,training
10718,for,O,90,7,training
10719,the,O,90,7,training
10720,machine,B-SOFTWARE,90,7,training
10721,learning,I-SOFTWARE,90,7,training
10722,model,I-SOFTWARE,90,7,training
10723,.,I-SOFTWARE,90,7,training
10724,In,O,90,7,training
10725,addition,O,90,7,training
10726,",",O,90,7,training
10727,the,O,90,7,training
10728,method,O,90,7,training
10729,includes,O,90,7,training
10730,performing,B-FUNCIONALIDADE,90,7,training
10731,an,I-FUNCIONALIDADE,90,7,training
10732,autonomous,I-FUNCIONALIDADE,90,7,training
10733,driving,I-FUNCIONALIDADE,90,7,training
10734,decision,I-FUNCIONALIDADE,90,7,training
10735,for,O,90,7,training
10736,the,O,90,7,training
10737,autonomous,B-HARDWARE,90,7,training
10738,vehicle,I-HARDWARE,90,7,training
10739,based,O,90,7,training
10740,on,O,90,7,training
10741,the,O,90,7,training
10742,movement,O,90,7,training
10743,intention,O,90,7,training
10744,prediction,O,90,7,training
10745,.,O,90,7,training
10746,The,O,91,7,training
10747,application,O,91,7,training
10748,describes,O,91,7,training
10749,example,O,91,7,training
10750,of,O,91,7,training
10751,enhanced,O,91,7,training
10752,capability,O,91,7,training
10753,(,O,91,7,training
10754,also,O,91,7,training
10755,referred,O,91,7,training
10756,to,O,91,7,training
10757,as,O,91,7,training
10758,smart,O,91,7,training
10759,),O,91,7,training
10760,mobility,O,91,7,training
10761,aid,O,91,7,training
10762,devices,O,91,7,training
10763,",",O,91,7,training
10764,such,O,91,7,training
10765,as,O,91,7,training
10766,rollators,O,91,7,training
10767,",",O,91,7,training
10768,wheel,O,91,7,training
10769,-,O,91,7,training
10770,chairs,O,91,7,training
10771,",",O,91,7,training
10772,walkers,O,91,7,training
10773,",",O,91,7,training
10774,crutches,O,91,7,training
10775,",",O,91,7,training
10776,canes,O,91,7,training
10777,and,O,91,7,training
10778,the,O,91,7,training
10779,like,O,91,7,training
10780,",",O,91,7,training
10781,as,O,91,7,training
10782,well,O,91,7,training
10783,as,O,91,7,training
10784,apparatuses,O,91,7,training
10785,",",O,91,7,training
10786,systems,O,91,7,training
10787,",",O,91,7,training
10788,and,O,91,7,training
10789,processes,O,91,7,training
10790,for,O,91,7,training
10791,enhancing,O,91,7,training
10792,the,O,91,7,training
10793,capabilities,O,91,7,training
10794,of,O,91,7,training
10795,mobility,O,91,7,training
10796,aid,O,91,7,training
10797,devices,O,91,7,training
10798,.,O,91,7,training
10799,An,O,92,7,training
10800,embodiment,O,92,7,training
10801,personal,O,92,7,training
10802,mobility,O,92,7,training
10803,device,O,92,7,training
10804,includes,O,92,7,training
10805,a,O,92,7,training
10806,location,B-HARDWARE,92,7,training
10807,receiver,I-HARDWARE,92,7,training
10808,configured,O,92,7,training
10809,to,O,92,7,training
10810,receive,B-FUNCIONALIDADE,92,7,training
10811,signals,I-FUNCIONALIDADE,92,7,training
10812,from,O,92,7,training
10813,a,O,92,7,training
10814,plurality,O,92,7,training
10815,of,O,92,7,training
10816,satellites,O,92,7,training
10817,to,O,92,7,training
10818,recognize,B-FUNCIONALIDADE,92,7,training
10819,location,I-FUNCIONALIDADE,92,7,training
10820,information,I-FUNCIONALIDADE,92,7,training
10821,",",O,92,7,training
10822,a,O,92,7,training
10823,communication,B-HARDWARE,92,7,training
10824,module,I-HARDWARE,92,7,training
10825,configured,O,92,7,training
10826,to,O,92,7,training
10827,perform,B-FUNCIONALIDADE,92,7,training
10828,communication,I-FUNCIONALIDADE,92,7,training
10829,in,O,92,7,training
10830,a,O,92,7,training
10831,different,O,92,7,training
10832,communication,O,92,7,training
10833,method,O,92,7,training
10834,than,O,92,7,training
10835,the,O,92,7,training
10836,location,B-HARDWARE,92,7,training
10837,receiver,I-HARDWARE,92,7,training
10838,and,O,92,7,training
10839,to,O,92,7,training
10840,communicate,B-FUNCIONALIDADE,92,7,training
10841,with,I-FUNCIONALIDADE,92,7,training
10842,an,I-FUNCIONALIDADE,92,7,training
10843,external,I-FUNCIONALIDADE,92,7,training
10844,communication,I-FUNCIONALIDADE,92,7,training
10845,device,I-FUNCIONALIDADE,92,7,training
10846,and,O,92,7,training
10847,a,O,92,7,training
10848,server,B-SOFTWARE,92,7,training
10849,",",O,92,7,training
10850,and,O,92,7,training
10851,a,O,92,7,training
10852,controller,B-HARDWARE,92,7,training
10853,configured,O,92,7,training
10854,to,O,92,7,training
10855,obtain,B-FUNCIONALIDADE,92,7,training
10856,initial,I-FUNCIONALIDADE,92,7,training
10857,location,I-FUNCIONALIDADE,92,7,training
10858,information,I-FUNCIONALIDADE,92,7,training
10859,based,O,92,7,training
10860,on,O,92,7,training
10861,the,O,92,7,training
10862,signals,O,92,7,training
10863,received,O,92,7,training
10864,by,O,92,7,training
10865,the,O,92,7,training
10866,location,B-HARDWARE,92,7,training
10867,receiver,I-HARDWARE,92,7,training
10868,and,O,92,7,training
10869,control,B-FUNCIONALIDADE,92,7,training
10870,the,I-FUNCIONALIDADE,92,7,training
10871,initial,I-FUNCIONALIDADE,92,7,training
10872,location,I-FUNCIONALIDADE,92,7,training
10873,information,I-FUNCIONALIDADE,92,7,training
10874,to,O,92,7,training
10875,be,O,92,7,training
10876,transmitted,O,92,7,training
10877,to,O,92,7,training
10878,the,O,92,7,training
10879,server,B-SOFTWARE,92,7,training
10880,",",O,92,7,training
10881,in,O,92,7,training
10882,response,O,92,7,training
10883,to,O,92,7,training
10884,receipt,O,92,7,training
10885,of,O,92,7,training
10886,communication,O,92,7,training
10887,information,O,92,7,training
10888,by,O,92,7,training
10889,a,O,92,7,training
10890,communication,B-HARDWARE,92,7,training
10891,module,I-HARDWARE,92,7,training
10892,",",O,92,7,training
10893,cause,O,92,7,training
10894,the,O,92,7,training
10895,communication,O,92,7,training
10896,information,O,92,7,training
10897,to,O,92,7,training
10898,be,O,92,7,training
10899,transmitted,O,92,7,training
10900,to,O,92,7,training
10901,the,O,92,7,training
10902,server,B-SOFTWARE,92,7,training
10903,",",O,92,7,training
10904,and,O,92,7,training
10905,in,O,92,7,training
10906,response,O,92,7,training
10907,to,O,92,7,training
10908,receipt,O,92,7,training
10909,of,O,92,7,training
10910,corrected,O,92,7,training
10911,storage,O,92,7,training
10912,location,O,92,7,training
10913,information,O,92,7,training
10914,from,O,92,7,training
10915,the,O,92,7,training
10916,server,B-SOFTWARE,92,7,training
10917,",",O,92,7,training
10918,cause,O,92,7,training
10919,the,O,92,7,training
10920,received,O,92,7,training
10921,corrected,O,92,7,training
10922,storage,O,92,7,training
10923,location,O,92,7,training
10924,information,O,92,7,training
10925,to,O,92,7,training
10926,be,O,92,7,training
10927,stored,O,92,7,training
10928,.,O,92,7,training
10929,A,O,93,7,training
10930,smart,O,93,7,training
10931,mobility,O,93,7,training
10932,vehicle,O,93,7,training
10933,includes,O,93,7,training
10934,a,O,93,7,training
10935,windshield,O,93,7,training
10936,including,O,93,7,training
10937,an,O,93,7,training
10938,electrochromic,O,93,7,training
10939,film,O,93,7,training
10940,having,O,93,7,training
10941,adjustable,O,93,7,training
10942,transparency,O,93,7,training
10943,based,O,93,7,training
10944,on,O,93,7,training
10945,power,O,93,7,training
10946,applied,O,93,7,training
10947,thereto,O,93,7,training
10948,",",O,93,7,training
10949,and,O,93,7,training
10950,a,O,93,7,training
10951,projector,B-HARDWARE,93,7,training
10952,configured,O,93,7,training
10953,to,O,93,7,training
10954,project,B-FUNCIONALIDADE,93,7,training
10955,vehicle,I-FUNCIONALIDADE,93,7,training
10956,driving,I-FUNCIONALIDADE,93,7,training
10957,information,I-FUNCIONALIDADE,93,7,training
10958,onto,O,93,7,training
10959,the,O,93,7,training
10960,windshield,O,93,7,training
10961,",",O,93,7,training
10962,wherein,O,93,7,training
10963,the,O,93,7,training
10964,windshield,O,93,7,training
10965,comprises,O,93,7,training
10966,an,O,93,7,training
10967,internal,O,93,7,training
10968,display,O,93,7,training
10969,area,O,93,7,training
10970,and,O,93,7,training
10971,an,O,93,7,training
10972,external,O,93,7,training
10973,display,O,93,7,training
10974,area,O,93,7,training
10975,",",O,93,7,training
10976,the,O,93,7,training
10977,internal,O,93,7,training
10978,display,O,93,7,training
10979,area,O,93,7,training
10980,being,O,93,7,training
10981,configured,O,93,7,training
10982,to,O,93,7,training
10983,display,B-FUNCIONALIDADE,93,7,training
10984,an,I-FUNCIONALIDADE,93,7,training
10985,image,I-FUNCIONALIDADE,93,7,training
10986,toward,O,93,7,training
10987,an,O,93,7,training
10988,inside,O,93,7,training
10989,of,O,93,7,training
10990,the,O,93,7,training
10991,vehicle,O,93,7,training
10992,",",O,93,7,training
10993,the,O,93,7,training
10994,external,O,93,7,training
10995,display,O,93,7,training
10996,area,O,93,7,training
10997,being,O,93,7,training
10998,configured,O,93,7,training
10999,to,O,93,7,training
11000,display,B-FUNCIONALIDADE,93,7,training
11001,an,I-FUNCIONALIDADE,93,7,training
11002,image,I-FUNCIONALIDADE,93,7,training
11003,toward,O,93,7,training
11004,an,O,93,7,training
11005,outside,O,93,7,training
11006,of,O,93,7,training
11007,the,O,93,7,training
11008,vehicle,O,93,7,training
11009,.,O,93,7,training
11010,A,O,94,7,training
11011,plurality,O,94,7,training
11012,of,O,94,7,training
11013,driving,B-HARDWARE,94,7,training
11014,circuits,I-HARDWARE,94,7,training
11015,drive,O,94,7,training
11016,a,O,94,7,training
11017,plurality,O,94,7,training
11018,of,O,94,7,training
11019,contactors,B-HARDWARE,94,7,training
11020,for,O,94,7,training
11021,connecting,O,94,7,training
11022,the,O,94,7,training
11023,battery,B-HARDWARE,94,7,training
11024,pack,I-HARDWARE,94,7,training
11025,and,O,94,7,training
11026,an,O,94,7,training
11027,external,O,94,7,training
11028,apparatus,O,94,7,training
11029,",",O,94,7,training
11030,respectively,O,94,7,training
11031,",",O,94,7,training
11032,based,O,94,7,training
11033,on,O,94,7,training
11034,a,O,94,7,training
11035,supply,O,94,7,training
11036,voltage,O,94,7,training
11037,.,O,94,7,training
11038,A,O,94,7,training
11039,processing,B-HARDWARE,94,7,training
11040,circuitry,I-HARDWARE,94,7,training
11041,control,B-FUNCIONALIDADE,94,7,training
11042,the,I-FUNCIONALIDADE,94,7,training
11043,plurality,I-FUNCIONALIDADE,94,7,training
11044,of,I-FUNCIONALIDADE,94,7,training
11045,driving,I-FUNCIONALIDADE,94,7,training
11046,circuits,I-FUNCIONALIDADE,94,7,training
11047,to,O,94,7,training
11048,sequentially,O,94,7,training
11049,close,O,94,7,training
11050,the,O,94,7,training
11051,plurality,O,94,7,training
11052,of,O,94,7,training
11053,contactors,B-HARDWARE,94,7,training
11054,in,O,94,7,training
11055,a,O,94,7,training
11056,predetermined,O,94,7,training
11057,order,O,94,7,training
11058,",",O,94,7,training
11059,and,O,94,7,training
11060,check,B-FUNCIONALIDADE,94,7,training
11061,the,I-FUNCIONALIDADE,94,7,training
11062,supply,I-FUNCIONALIDADE,94,7,training
11063,voltage,I-FUNCIONALIDADE,94,7,training
11064,before,O,94,7,training
11065,closing,O,94,7,training
11066,each,O,94,7,training
11067,of,O,94,7,training
11068,the,O,94,7,training
11069,contactors,B-HARDWARE,94,7,training
11070,.,I-HARDWARE,94,7,training
11071,A,O,95,7,training
11072,processor,B-HARDWARE,95,7,training
11073,of,I-HARDWARE,95,7,training
11074,a,I-HARDWARE,95,7,training
11075,battery,I-HARDWARE,95,7,training
11076,apparatus,O,95,7,training
11077,detects,B-FUNCIONALIDADE,95,7,training
11078,voltages,I-FUNCIONALIDADE,95,7,training
11079,of,O,95,7,training
11080,a,O,95,7,training
11081,first,O,95,7,training
11082,terminal,O,95,7,training
11083,and,O,95,7,training
11084,a,O,95,7,training
11085,second,O,95,7,training
11086,terminal,O,95,7,training
11087,of,O,95,7,training
11088,a,O,95,7,training
11089,relay,O,95,7,training
11090,coil,O,95,7,training
11091,included,O,95,7,training
11092,in,O,95,7,training
11093,a,O,95,7,training
11094,relay,O,95,7,training
11095,before,O,95,7,training
11096,closing,O,95,7,training
11097,the,O,95,7,training
11098,relay,O,95,7,training
11099,to,O,95,7,training
11100,operate,O,95,7,training
11101,the,O,95,7,training
11102,heater,O,95,7,training
11103,",",O,95,7,training
11104,and,O,95,7,training
11105,diagnoses,O,95,7,training
11106,the,O,95,7,training
11107,heater,O,95,7,training
11108,based,O,95,7,training
11109,on,O,95,7,training
11110,a,O,95,7,training
11111,voltage,O,95,7,training
11112,which,O,95,7,training
11113,the,O,95,7,training
11114,voltage,O,95,7,training
11115,of,O,95,7,training
11116,the,O,95,7,training
11117,first,O,95,7,training
11118,terminal,O,95,7,training
11119,and,O,95,7,training
11120,the,O,95,7,training
11121,voltage,O,95,7,training
11122,of,O,95,7,training
11123,the,O,95,7,training
11124,second,O,95,7,training
11125,terminal,O,95,7,training
11126,correspond,O,95,7,training
11127,to,O,95,7,training
11128,among,O,95,7,training
11129,a,O,95,7,training
11130,high,O,95,7,training
11131,voltage,O,95,7,training
11132,and,O,95,7,training
11133,a,O,95,7,training
11134,low,O,95,7,training
11135,voltage,O,95,7,training
11136,for,O,95,7,training
11137,driving,O,95,7,training
11138,the,O,95,7,training
11139,relay,O,95,7,training
11140,",",O,95,7,training
11141,and,O,95,7,training
11142,a,O,95,7,training
11143,voltage,O,95,7,training
11144,for,O,95,7,training
11145,diagnosis,O,95,7,training
11146,.,O,95,7,training
11147,Disclosed,O,96,7,training
11148,is,O,96,7,training
11149,a,O,96,7,training
11150,battery,B-HARDWARE,96,7,training
11151,apparatus,I-HARDWARE,96,7,training
11152,that,O,96,7,training
11153,measures,B-FUNCIONALIDADE,96,7,training
11154,a,I-FUNCIONALIDADE,96,7,training
11155,temperature,I-FUNCIONALIDADE,96,7,training
11156,of,O,96,7,training
11157,the,O,96,7,training
11158,battery,B-HARDWARE,96,7,training
11159,apparatus,I-HARDWARE,96,7,training
11160,",",O,96,7,training
11161,determines,B-FUNCIONALIDADE,96,7,training
11162,an,I-FUNCIONALIDADE,96,7,training
11163,estimated,I-FUNCIONALIDADE,96,7,training
11164,naturally,I-FUNCIONALIDADE,96,7,training
11165,-,I-FUNCIONALIDADE,96,7,training
11166,decreasing,I-FUNCIONALIDADE,96,7,training
11167,temperature,I-FUNCIONALIDADE,96,7,training
11168,based,O,96,7,training
11169,on,O,96,7,training
11170,information,O,96,7,training
11171,including,O,96,7,training
11172,a,O,96,7,training
11173,difference,O,96,7,training
11174,between,O,96,7,training
11175,the,O,96,7,training
11176,temperature,O,96,7,training
11177,of,O,96,7,training
11178,the,O,96,7,training
11179,battery,B-HARDWARE,96,7,training
11180,apparatus,I-HARDWARE,96,7,training
11181,and,O,96,7,training
11182,an,O,96,7,training
11183,atmospheric,O,96,7,training
11184,temperature,O,96,7,training
11185,in,O,96,7,training
11186,response,O,96,7,training
11187,to,O,96,7,training
11188,the,O,96,7,training
11189,temperature,O,96,7,training
11190,of,O,96,7,training
11191,the,O,96,7,training
11192,battery,B-HARDWARE,96,7,training
11193,apparatus,I-HARDWARE,96,7,training
11194,being,O,96,7,training
